wavelength fwhm
928.6819336 0.022670
928.8619141 0.021305
929.3278320 0.021962
929.4638672 0.021929
930.6010742 0.022681
930.7384766 0.022910
930.9061523 0.027190
931.0761719 0.026450
931.2904297 0.025402
931.3345703 0.023816
931.6471680 0.015471
931.7820312 0.037807
932.2480469 0.022451
932.3762695 0.023109
933.0555664 0.025702
933.1113281 0.037794
933.7874023 0.023637
934.6595703 0.023472
934.7056641 0.017839
934.8258789 0.032738
934.8586914 0.023879
934.9582031 0.030128
934.9841797 0.019644
935.0314453 0.024122
935.1726562 0.023844
935.4690430 0.023316
936.1303711 0.023021
936.2244141 0.022344
936.7882812 0.022686
937.2131836 0.022701
937.3415039 0.021955
937.3828125 0.024741
937.4337891 0.035571
937.5976562 0.023786
938.2781250 0.030254
938.3080078 0.025762
938.6794922 0.030641
939.4331055 0.023590
939.6919922 0.024679
939.7280273 0.023543
940.1275391 0.029077
940.1857422 0.023676
940.2335938 0.022199
940.2715820 0.026072
940.3289062 0.022864
940.4945312 0.040595
940.5115234 0.022520
941.6616211 0.030405
941.6886719 0.025020
941.9746094 0.026544
942.1861328 0.024483
942.2736328 0.022233
943.3343750 0.043753
943.6159180 0.039400
943.8453125 0.020243
943.9669922 0.025999
944.1782227 0.023786
944.2262695 0.022068
944.3414062 0.017873
944.6794922 0.021958
944.8257812 0.025299
945.0124023 0.021014
945.5317383 0.022906
945.7776367 0.032242
945.8524414 0.024449
947.6895508 0.038363
947.8545898 0.024294
947.9438477 0.030699
948.3036133 0.027316
948.4171875 0.024054
949.0530273 0.027863
949.5031250 0.048568
949.7936523 0.024647
949.9961914 0.028166
950.2834961 0.023538
950.4711914 0.017879
951.9205078 0.024149
951.9539062 0.025734
952.5413086 0.028216
952.6548828 0.018673
952.9159180 0.022700
953.0495117 0.023400
953.4725586 0.022734
953.6892578 0.030834
953.7103516 0.034302
955.2546875 0.025093
956.0176758 0.032689
956.0426758 0.025113
956.7113281 0.023382
956.7611328 0.023161
956.9205078 0.022960
957.1854492 0.026570
957.2317383 0.022029
957.5972656 0.021767
959.1722656 0.026599
959.2086914 0.023898
960.7702148 0.036766
961.5203125 0.025391
962.0664062 0.023421
962.1336914 0.024031
962.2313477 0.020937
962.3855469 0.024252
962.7458008 0.023153
962.9834961 0.022996
963.1191406 0.025413
963.1590820 0.032933
963.3874023 0.015652
963.5916992 0.025144
965.1577148 0.038492
965.3275391 0.041850
965.3864258 0.025599
965.4641602 0.034560
965.5605469 0.039901
965.7852539 0.037980
965.9088867 0.037615
966.0339844 0.036374
966.2639648 0.047860
966.8705078 0.034418
966.9757812 0.025668
967.0940430 0.026493
967.4243164 0.029849
967.8093750 0.021989
967.8547852 0.019940
967.9974609 0.023630
968.0831055 0.023665
968.2248047 0.035397
968.5721680 0.036596
969.0510742 0.026339
969.3190430 0.022876
969.7214844 0.018672
969.7901367 0.025209
969.9342773 0.030488
970.4640625 0.034270
970.4954102 0.039714
971.1714844 0.023860
971.9838867 0.027031
972.1937500 0.022421
972.3743164 0.023339
972.5491211 0.037427
972.6751953 0.022895
972.8040039 0.024003
972.8469727 0.039286
972.9450195 0.022962
973.2827148 0.033195
973.4806641 0.023306
973.5289062 0.024412
973.8095703 0.024851
974.5235352 0.023050
974.6302734 0.023676
975.5996094 0.053894
978.4466797 0.051859
978.8382812 0.036387
978.9298828 0.029661
978.9509766 0.033840
979.1116211 0.028408
979.6299805 0.025795
979.6770508 0.025566
979.9550781 0.037385
979.9827148 0.028305
980.3920898 0.053468
980.4425781 0.020220
980.7182617 0.024204
980.7851562 0.027732
980.8459961 0.028782
981.1594727 0.024425
981.2374023 0.024524
981.6621094 0.024245
981.7917969 0.025754
982.0437500 0.025480
982.1647461 0.010877
982.5984375 0.026721
982.7533203 0.024500
982.8431641 0.021298
982.8916992 0.024291
983.0497070 0.023996
983.2925781 0.022951
983.5962891 0.026429
984.7454102 0.026054
984.8494141 0.029174
984.9601562 0.025196
986.7915039 0.030095
987.2147461 0.031726
988.3416016 0.024537
988.5757812 0.023219
988.6582031 0.023042
989.4370117 0.030896
989.4750977 0.025013
989.5868164 0.023525
990.0406250 0.024469
991.2743164 0.023989
991.3824219 0.037620
991.4554688 0.033540
991.4777344 0.030223
994.1665039 0.025346
994.2212891 0.026172
994.4556641 0.066597
994.5297852 0.033502
994.6514648 0.026187
994.7747070 0.027803
994.8374023 0.027296
994.9694336 0.032717
995.6598633 0.027210
996.0359375 0.031688
996.1721680 0.029142
996.2143555 0.025617
997.0737305 0.024709
997.1833984 0.047015
997.2357422 0.025763
997.4259766 0.033400
997.4487305 0.031604
997.7407227 0.027731
997.8589844 0.043453
998.0287109 0.064273
998.5946289 0.027396
